Disease Name,Severity Level,Symptoms,Recommended Medications,Required Food,Safety Precautions,Recommended Doctor,Treatment Plan,Follow-Up Recommendations,Patient Education,Recovery Time
Influenza (Flu),"{'Mild to Moderate': 'Most cases are mild and resolve with rest and supportive care.', 'Severe': 'Severe cases can lead to pneumonia, respiratory failure, and death, especially in vulnerable populations.'}","{'Early': 'Fever, chills, cough, sore throat, runny or stuffy nose, muscle or body aches.', 'Progressing': 'Fatigue, headache, and worsening of underlying health conditions.', 'Severe': 'Difficulty breathing, chest pain, confusion, and persistent vomiting.'}","{'First-line': 'Antiviral drugs such as Oseltamivir (Tamiflu) or Zanamivir (Relenza).', 'Alternative': 'Supportive care with rest, hydration, and over-the-counter medications.'}","{'Immune-Boosting Foods': 'Citrus fruits, garlic, ginger, and leafy greens to support the immune system.', 'Hydration': 'Plenty of fluids like water, herbal teas, and broths to stay hydrated.', 'Vitamins and Minerals': 'Vitamin C and zinc-rich foods to support immune function.'}","{'Vaccination': 'Annual flu vaccine to protect against seasonal influenza.', 'Hygiene': 'Frequent handwashing, avoiding close contact with sick individuals, and wearing masks.'}","{'Primary Specialist': 'Family Physician or Infectious Disease Specialist.', 'Additional Specialists': 'Pulmonologist if complications like pneumonia develop.'}","{'Antiviral Therapy': 'Antiviral drugs for those at high risk of complications or within 48 hours of symptom onset.', 'Symptom Management': 'Rest, hydration, and over-the-counter medications for symptom relief.', 'Hospitalization': 'Required for severe cases with respiratory complications.'}","{'Symptom Monitoring': 'Monitoring for worsening symptoms or complications.', 'Physical Therapy': 'Not typically needed unless complications like pneumonia arise.'}","{'Prevention': 'Importance of annual vaccination and hygiene practices.', 'Early Signs': 'Recognizing symptoms early and seeking prompt treatment.'}",1 to 2 weeks; longer if complications develop.
Ebola Virus Disease,"{'Mild to Moderate': 'Mild cases are rare; most cases are severe and life-threatening.', 'Severe': 'Severe cases lead to multi-organ failure, hemorrhage, and death.'}","{'Early': 'Fever, severe headache, muscle pain, and fatigue.', 'Progressing': 'Vomiting, diarrhea, abdominal pain, and unexplained bleeding or bruising.', 'Severe': 'Severe hemorrhage, shock, and multi-organ failure.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Experimental treatments like monoclonal antibodies or antiviral drugs under clinical trial.'}","{'Hydration': 'Plenty of fluids and electrolyte solutions to prevent dehydration.', 'High-Protein Foods': 'Lean meats, eggs, and legumes to support recovery.', 'Vitamins and Minerals': 'Nutrient-dense foods to boost the immune system.'}","{'Infection Control': 'Strict isolation of infected individuals and use of personal protective equipment (PPE).', 'Hygiene': 'Frequent handwashing and avoiding contact with bodily fluids.'}","{'Primary Specialist': 'Infectious Disease Specialist or Virologist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'IV fluids, electrolyte balance, oxygen therapy, and treatment of secondary infections.', 'Symptom Management': 'Pain relief, fever management, and supportive care for organ function.', 'Hospitalization': 'Required for all cases due to the severity and contagious nature of the disease.'}","{'Symptom Monitoring': 'Monitoring for recovery and managing any long-term complications.', 'Physical Therapy': 'Rehabilitation for survivors to regain strength and function.'}","{'Prevention': 'Avoiding contact with infected individuals and practicing strict hygiene.', 'Early Signs': 'Recognizing symptoms and seeking immediate medical attention.'}","Weeks to months, with a high risk of complications or death."
Dengue Fever,"{'Mild to Moderate': 'Most cases are mild and resolve with supportive care.', 'Severe': 'Severe dengue (dengue hemorrhagic fever) can cause bleeding, shock, and death.'}","{'Early': 'High fever, severe headache, pain behind the eyes, joint and muscle pain.', 'Progressing': 'Nausea, vomiting, rash, and mild bleeding (nose or gums).', 'Severe': 'Severe abdominal pain, persistent vomiting, bleeding, and shock.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Pain relievers like acetaminophen (avoid NSAIDs like ibuprofen and aspirin).'}","{'Hydration': 'Plenty of fluids, including oral rehydration solutions and juices.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Mosquito Control': 'Use of insect repellent, mosquito nets, and eliminating standing water.', 'Vaccination': 'Dengue vaccine available in some countries for individuals in endemic areas.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'Rest, hydration, and monitoring for complications.', 'Symptom Management': 'Pain relief and fever management with acetaminophen.', 'Hospitalization': 'Required for severe cases, especially with bleeding or shock.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe dengue or complications.', 'Physical Therapy': 'Not typically needed unless severe complications arise.'}","{'Prevention': 'Importance of mosquito control and avoiding mosquito bites.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
Cholera,"{'Mild to Moderate': 'Mild cases can be treated with oral rehydration and supportive care.', 'Severe': 'Severe cases can lead to dehydration, shock, and death within hours if untreated.'}","{'Early': 'Watery diarrhea, vomiting, and leg cramps.', 'Progressing': 'Rapid loss of body fluids leading to dehydration and electrolyte imbalance.', 'Severe': 'Severe dehydration, shock, and collapse of the circulatory system.'}","{'First-line': 'Oral rehydration solutions (ORS) and zinc supplementation.', 'Alternative': 'IV fluids and antibiotics like Doxycycline or Azithromycin for severe cases.'}","{'Hydration': 'Plenty of fluids, including ORS, coconut water, and clear broths.', 'Easily Digestible Foods': 'Bananas, rice, applesauce, and toast (BRAT diet) to ease digestion.', 'Vitamins and Minerals': 'Foods rich in potassium and magnesium to replenish electrolytes.'}","{'Hygiene': 'Proper handwashing with soap and safe food handling.', 'Clean Water': 'Ensuring access to clean drinking water and safe sanitation.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Rehydration Therapy': 'Oral or IV rehydration to replace lost fluids and electrolytes.', 'Symptom Management': 'Monitoring for dehydration and supportive care.', 'Hospitalization': 'Required for severe cases to manage dehydration and shock.'}","{'Symptom Monitoring': 'Regular monitoring for signs of dehydration and electrolyte imbalance.', 'Physical Therapy': 'Not typically needed unless complications arise.'}","{'Prevention': 'Importance of clean water and proper sanitation to prevent cholera.', 'Early Signs': 'Recognizing symptoms and seeking prompt treatment.'}",1 to 2 weeks with proper rehydration and treatment.
Typhoid Fever,"{'Mild to Moderate': 'Mild cases can be treated with antibiotics and supportive care.', 'Severe': 'Severe cases can lead to intestinal bleeding, perforation, and septicemia.'}","{'Early': 'Fever, weakness, headache, stomach pain, and loss of appetite.', 'Progressing': 'Diarrhea or constipation, rash, and swollen abdomen.', 'Severe': 'Confusion, intestinal bleeding, perforation, and shock.'}","{'First-line': 'Antibiotics such as Ciprofloxacin, Azithromycin, or Ceftriaxone.', 'Alternative': 'Supportive care with hydration and fever management.'}","{'Easily Digestible Foods': 'Soft, bland foods like rice, bananas, and toast to ease digestion.', 'Hydration': 'Plenty of fluids, including oral rehydration solutions.', 'Vitamins and Minerals': 'Nutrient-rich foods to support recovery.'}","{'Vaccination': 'Typhoid vaccine for travelers to endemic areas and high-risk individuals.', 'Hygiene': 'Proper handwashing and safe food and water practices.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Gastroenterologist if complications like intestinal perforation occur.'}","{'Antibiotic Therapy': 'A 7-14 day course of antibiotics depending on the severity.', 'Symptom Management': 'Hydration, fever management, and monitoring for complications.', 'Hospitalization': 'Required for severe cases or complications like intestinal bleeding.'}","{'Symptom Monitoring': 'Regular follow-ups to ensure the infection is cleared.', 'Physical Therapy': 'Not typically needed unless complications arise.'}","{'Prevention': 'Importance of vaccination and hygiene practices.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",2 to 4 weeks with proper antibiotic treatment.
Meningitis,"{'Mild to Moderate': 'Viral meningitis is often mild and self-limiting.', 'Severe': 'Bacterial meningitis is severe and can be life-threatening if not treated promptly.'}","{'Early': 'Sudden high fever, severe headache, stiff neck, and nausea.', 'Progressing': 'Sensitivity to light, confusion, and vomiting.', 'Severe': 'Seizures, loss of consciousness, and brain damage.'}","{'First-line': 'Antibiotics for bacterial meningitis (e.g., Ceftriaxone, Vancomycin).', 'Alternative': 'Antiviral drugs for viral meningitis if necessary.'}","{'Easily Digestible Foods': 'Soft, bland foods to ease digestion during illness.', 'Hydration': 'Plenty of fluids, including oral rehydration solutions.', 'Vitamins and Minerals': 'Nutrient-rich foods to support immune function.'}","{'Vaccination': 'Meningococcal vaccine for prevention of bacterial meningitis.', 'Hygiene': 'Frequent handwashing and avoiding close contact with infected individuals.'}","{'Primary Specialist': 'Infectious Disease Specialist or Neurologist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Antibiotic Therapy': 'Immediate antibiotic treatment for bacterial meningitis.', 'Symptom Management': 'Pain relief, fever management, and supportive care.', 'Hospitalization': 'Required for all cases of bacterial meningitis due to severity.'}","{'Symptom Monitoring': 'Regular monitoring for neurological complications.', 'Physical Therapy': 'Rehabilitation for survivors to regain strength and cognitive function.'}","{'Prevention': 'Importance of vaccination and early treatment to prevent complications.', 'Early Signs': 'Recognizing symptoms and seeking immediate medical care.'}","Weeks to months, depending on the severity and type of meningitis."
Rabies,"{'Mild to Moderate': 'Not applicable; rabies is almost always fatal once symptoms appear.', 'Severe': 'Progresses rapidly from flu-like symptoms to severe neurological damage and death.'}","{'Early': 'Fever, headache, and general weakness or discomfort.', 'Progressing': 'Anxiety, confusion, agitation, and hallucinations.', 'Severe': 'Paralysis, hydrophobia (fear of water), and coma leading to death.'}","{'First-line': 'Rabies immunoglobulin (RIG) and rabies vaccine immediately after exposure.', 'Alternative': 'Supportive care; no effective treatment once symptoms appear.'}","{'Hydration': 'Plenty of fluids, though severe cases may have difficulty swallowing.', 'Easily Digestible Foods': 'Soft, bland foods to ease digestion.', 'Vitamins and Minerals': 'Nutrient-rich foods to support overall health.'}","{'Vaccination': 'Rabies vaccine for individuals at high risk and after potential exposure.', 'Avoiding Animal Bites': 'Avoiding contact with wild or unvaccinated animals.'}","{'Primary Specialist': 'Infectious Disease Specialist or Neurologist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Post-Exposure Prophylaxis': 'Immediate administration of RIG and rabies vaccine.', 'Symptom Management': 'Supportive care for neurological symptoms.', 'Hospitalization': 'Required for all cases once symptoms appear.'}","{'Symptom Monitoring': 'Regular monitoring for signs of neurological deterioration.', 'Physical Therapy': 'Not typically needed due to the rapid progression of the disease.'}","{'Prevention': 'Importance of vaccination and avoiding contact with potentially rabid animals.', 'Early Signs': 'Recognizing early symptoms and seeking immediate medical care.'}",Recovery is extremely rare; most cases result in death within days to weeks after symptom onset.
Zika Virus,"{'Mild to Moderate': 'Most cases are mild with no symptoms or mild flu-like symptoms.', 'Severe': 'Severe cases are rare but can include neurological complications.'}","{'Early': 'Fever, rash, joint pain, and conjunctivitis (red eyes).', 'Progressing': 'Headache, muscle pain, and fatigue.', 'Severe': 'Guillain-Barré syndrome (a rare neurological condition) in some cases.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Pain relievers like acetaminophen (avoid NSAIDs).'}","{'Hydration': 'Plenty of fluids, including water, juices, and oral rehydration solutions.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support immune function.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Mosquito Control': 'Use of insect repellent, mosquito nets, and eliminating standing water.', 'Pregnancy Precautions': 'Pregnant women should avoid travel to Zika-affected areas.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Neurologist if neurological complications arise.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief with acetaminophen and managing fever.', 'Hospitalization': 'Not typically required unless severe complications arise.'}","{'Symptom Monitoring': 'Regular monitoring for signs of complications.', 'Physical Therapy': 'Not typically needed unless complications arise.'}","{'Prevention': 'Importance of mosquito control and avoiding mosquito bites.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe complications arise.
Yellow Fever,"{'Mild to Moderate': 'Most cases are mild and resolve with supportive care.', 'Severe': 'Severe cases can lead to bleeding, organ failure, and death.'}","{'Early': 'Fever, chills, headache, and muscle aches.', 'Progressing': 'Nausea, vomiting, and jaundice (yellowing of the skin and eyes).', 'Severe': 'Bleeding, shock, liver and kidney failure.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Pain relievers like acetaminophen (avoid NSAIDs).'}","{'Hydration': 'Plenty of fluids, including oral rehydration solutions.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Vaccination': 'Yellow fever vaccine for individuals traveling to or living in endemic areas.', 'Mosquito Control': 'Use of insect repellent, mosquito nets, and eliminating standing water.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief and fever management with acetaminophen.', 'Hospitalization': 'Required for severe cases, especially with organ failure.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe complications.', 'Physical Therapy': 'Not typically needed unless severe complications arise.'}","{'Prevention': 'Importance of vaccination and mosquito control.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
West Nile Virus,"{'Mild to Moderate': 'Most cases are mild with flu-like symptoms.', 'Severe': 'Severe cases can lead to neurological complications and death.'}","{'Early': 'Fever, headache, body aches, and fatigue.', 'Progressing': 'Joint pain, rash, and swollen lymph nodes.', 'Severe': 'Encephalitis (inflammation of the brain), meningitis, or paralysis.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Pain relievers like acetaminophen (avoid NSAIDs).'}","{'Hydration': 'Plenty of fluids, including water, juices, and oral rehydration solutions.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Mosquito Control': 'Use of insect repellent, mosquito nets, and eliminating standing water.', 'Avoiding Mosquito Bites': 'Especially important in areas where West Nile Virus is common.'}","{'Primary Specialist': 'Infectious Disease Specialist or Neurologist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief and fever management with acetaminophen.', 'Hospitalization': 'Required for severe cases, especially with neurological complications.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe complications.', 'Physical Therapy': 'Rehabilitation may be needed for survivors of severe cases.'}","{'Prevention': 'Importance of mosquito control and avoiding mosquito bites.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
Leprosy,"{'Mild to Moderate': 'Most cases are mild and can be treated effectively with medication.', 'Severe': 'If untreated, can lead to permanent damage to the skin, nerves, limbs, and eyes.'}","{'Early': 'Light-colored or red skin patches with reduced sensation.', 'Progressing': 'Numbness, muscle weakness, and eye problems.', 'Severe': 'Disfigurement, disability, and blindness in advanced cases.'}","{'First-line': 'Multidrug therapy (MDT) including dapsone, rifampicin, and clofazimine.', 'Alternative': 'Supportive care for managing symptoms and preventing complications.'}","{'Balanced Diet': 'Nutritious foods to support the immune system and overall health.', 'Hydration': 'Plenty of fluids, including water and oral rehydration solutions.', 'Vitamins and Minerals': 'Vitamin-rich foods, especially vitamins A and C.'}","{'Early Diagnosis': 'Seeking early medical attention if symptoms appear.', 'Avoiding Close Contact': 'Avoiding close contact with untreated patients.'}","{'Primary Specialist': 'Infectious Disease Specialist or Dermatologist.', 'Additional Specialists': 'Neurologist for managing nerve damage in severe cases.'}","{'Multidrug Therapy': 'Long-term treatment with a combination of antibiotics.', 'Symptom Management': 'Supportive care for managing symptoms and preventing complications.', 'Hospitalization': 'Not typically required unless severe complications arise.'}","{'Symptom Monitoring': 'Regular monitoring for signs of complications.', 'Physical Therapy': 'Rehabilitation may be needed for nerve damage and muscle weakness.'}","{'Prevention': 'Importance of early diagnosis and treatment.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}","Several months to years, depending on the severity and treatment adherence."
Tuberculosis (TB),"{'Mild to Moderate': 'Most cases are treatable, but it requires long-term medication.', 'Severe': 'Untreated TB can be fatal, especially in the case of multidrug-resistant strains.'}","{'Early': 'Persistent cough, chest pain, and coughing up blood.', 'Progressing': 'Fever, night sweats, and weight loss.', 'Severe': 'Extensive lung damage, respiratory failure, and spread to other organs.'}","{'First-line': 'Isoniazid, Rifampin, Ethambutol, and Pyrazinamide.', 'Alternative': 'Second-line drugs like Fluoroquinolones for drug-resistant TB.'}","{'High-Protein Diet': 'To support immune function and tissue repair.', 'Hydration': 'Plenty of fluids to help manage side effects of medication.', 'Vitamin-Rich Foods': 'Foods rich in vitamins A, C, and E to support recovery.'}","{'Infection Control': 'Isolation of active TB patients and use of masks.', 'Regular Screening': 'Especially for those in high-risk groups like healthcare workers.'}","{'Primary Specialist': 'Pulmonologist or Infectious Disease Specialist.', 'Additional Specialists': 'Pharmacologist for managing drug therapy.'}","{'Long-Term Medication': 'Typically a 6-month course of antibiotics.', 'Symptom Management': 'Pain relief and supportive care as needed.', 'Hospitalization': 'May be required for severe or drug-resistant cases.'}","{'Regular Monitoring': 'Monthly check-ups to monitor drug effectiveness and side effects.', 'Adherence Support': 'Counseling to ensure patients complete their treatment regimen.'}","{'Prevention': 'Importance of completing the full course of treatment.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}","6 to 9 months, depending on the strain and treatment adherence."
Ebola Virus Disease,"{'Mild to Moderate': 'Most cases are severe; mild cases are extremely rare.', 'Severe': 'High fatality rate; severe internal and external bleeding.'}","{'Early': 'Fever, headache, muscle pain, and sore throat.', 'Progressing': 'Vomiting, diarrhea, rash, and impaired kidney and liver function.', 'Severe': 'Severe bleeding, shock, and multi-organ failure.'}","{'First-line': 'Supportive care including IV fluids and electrolytes.', 'Alternative': 'Experimental treatments and monoclonal antibodies.'}","{'Hydration': 'IV fluids and oral rehydration solutions to prevent dehydration.', 'Easily Digestible Foods': 'Soft, bland foods that are easy on the digestive system.', 'Nutrient-Rich Foods': 'To support the immune system and overall health.'}","{'Strict Isolation': 'Quarantine of infected individuals to prevent spread.', 'Personal Protective Equipment (PPE)': 'For healthcare workers and caregivers.'}","{'Primary Specialist': 'Infectious Disease Specialist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'IV fluids, electrolytes, and oxygen therapy.', 'Symptom Management': 'Pain relief and managing fever.', 'Hospitalization': 'Required for all cases.'}","{'Symptom Monitoring': 'Close monitoring for complications.', 'Psychological Support': 'Counseling for survivors to cope with trauma.'}","{'Prevention': 'Avoiding contact with infected individuals and animals.', 'Early Signs': 'Recognizing symptoms and seeking immediate medical care.'}","Several weeks to months, depending on severity."
Dengue Fever,"{'Mild to Moderate': 'Most cases are mild with flu-like symptoms.', 'Severe': 'Severe cases can lead to dengue hemorrhagic fever or dengue shock syndrome.'}","{'Early': 'High fever, severe headache, pain behind the eyes, and joint and muscle pain.', 'Progressing': 'Nausea, vomiting, and rash.', 'Severe': 'Bleeding, shock, and organ damage.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Pain relievers like acetaminophen (avoid NSAIDs).'}","{'Hydration': 'Plenty of fluids to prevent dehydration.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Mosquito Control': 'Use of insect repellent, mosquito nets, and eliminating standing water.', 'Avoiding Mosquito Bites': 'Especially important in areas where dengue is common.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief with acetaminophen and managing fever.', 'Hospitalization': 'Required for severe cases.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe complications.', 'Physical Therapy': 'Not typically needed unless severe complications arise.'}","{'Prevention': 'Importance of mosquito control and avoiding mosquito bites.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
Measles,"{'Mild to Moderate': 'Most cases are mild, especially in vaccinated individuals.', 'Severe': 'Severe cases can lead to pneumonia, encephalitis, and death.'}","{'Early': 'High fever, cough, runny nose, and red, watery eyes.', 'Progressing': 'Tiny white spots (Koplik spots) inside the mouth.', 'Severe': 'Rash that spreads from the face to the rest of the body.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Vitamin A supplementation to prevent severe complications.'}","{'Hydration': 'Plenty of fluids to prevent dehydration.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin A-rich foods to help with recovery.'}","{'Vaccination': 'MMR (Measles, Mumps, Rubella) vaccine for prevention.', 'Avoiding Exposure': 'Isolating infected individuals to prevent spread.'}","{'Primary Specialist': 'Pediatrician or Infectious Disease Specialist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief with acetaminophen and managing fever.', 'Hospitalization': 'Required for severe cases, especially in young children.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe complications.', 'Physical Therapy': 'Not typically needed unless severe complications arise.'}","{'Prevention': 'Importance of vaccination and avoiding exposure to infected individuals.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
Polio,"{'Mild to Moderate': 'Most cases are asymptomatic or mild.', 'Severe': 'Severe cases can lead to paralysis or death.'}","{'Early': 'Fever, fatigue, headache, and stiffness in the neck.', 'Progressing': 'Pain in the limbs and muscle weakness.', 'Severe': 'Paralysis, respiratory failure, and death.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Physical therapy for managing symptoms and preventing complications.'}","{'Hydration': 'Plenty of fluids to prevent dehydration.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Vaccination': 'Polio vaccine for prevention.', 'Avoiding Exposure': 'Isolating infected individuals to prevent spread.'}","{'Primary Specialist': 'Pediatrician or Infectious Disease Specialist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief with acetaminophen and managing fever.', 'Hospitalization': 'Required for severe cases, especially in young children.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe complications.', 'Physical Therapy': 'Not typically needed unless severe complications arise.'}","{'Prevention': 'Importance of vaccination and avoiding exposure to infected individuals.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
Rabies,"{'Mild to Moderate': 'Not applicable; rabies is almost always fatal once symptoms appear.', 'Severe': 'Severe neurological symptoms leading to death.'}","{'Early': 'Fever, headache, and general weakness or discomfort.', 'Progressing': 'Insomnia, anxiety, confusion, and agitation.', 'Severe': 'Hallucinations, hydrophobia, paralysis, and death.'}","{'First-line': 'Post-exposure prophylaxis (PEP) with rabies vaccine and immune globulin.', 'Alternative': 'Supportive care in an intensive care setting.'}","{'Hydration': 'Plenty of fluids to prevent dehydration.', 'Easily Digestible Foods': 'Soft, bland foods that are easy on the digestive system.', 'Nutrient-Rich Foods': 'To support the immune system and overall health.'}","{'Vaccination': 'Rabies vaccine for those at risk of exposure.', 'Avoiding Animal Bites': 'Especially from wild or unvaccinated animals.'}","{'Primary Specialist': 'Infectious Disease Specialist or Neurologist.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Post-Exposure Prophylaxis': 'Immediate administration of rabies vaccine and immune globulin after exposure.', 'Symptom Management': 'Supportive care in an intensive care setting.', 'Hospitalization': 'Required for all symptomatic cases.'}","{'Symptom Monitoring': 'Close monitoring for complications.', 'Psychological Support': 'Counseling for those who have been exposed.'}","{'Prevention': 'Avoiding contact with wild or unvaccinated animals.', 'Early Signs': 'Recognizing symptoms and seeking immediate medical care.'}",Not applicable; rabies is almost always fatal once symptoms appear.
Zika Virus,"{'Mild to Moderate': 'Most cases are mild and self-limiting.', 'Severe': 'Can cause birth defects like microcephaly in pregnant women.'}","{'Early': 'Fever, rash, joint pain, and red eyes.', 'Progressing': 'Muscle pain and headache.', 'Severe': 'Birth defects if contracted during pregnancy.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Pain relievers like acetaminophen (avoid NSAIDs).'}","{'Hydration': 'Plenty of fluids to prevent dehydration.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Mosquito Control': 'Use of insect repellent, mosquito nets, and eliminating standing water.', 'Avoiding Mosquito Bites': 'Especially important in areas where Zika is common.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Obstetrician for pregnant women.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief with acetaminophen and managing fever.', 'Hospitalization': 'Not typically required unless severe complications arise.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe complications.', 'Pregnancy Monitoring': 'For pregnant women, regular check-ups to monitor fetal health.'}","{'Prevention': 'Importance of mosquito control and avoiding mosquito bites.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
Yellow Fever,"{'Mild to Moderate': 'Most cases are mild with flu-like symptoms.', 'Severe': 'Severe cases can lead to liver damage, bleeding, and death.'}","{'Early': 'Fever, headache, muscle pain, and nausea.', 'Progressing': 'Vomiting and jaundice (yellowing of the skin and eyes).', 'Severe': 'Bleeding, shock, and multi-organ failure.'}","{'First-line': 'Supportive care; no specific antiviral treatment available.', 'Alternative': 'Pain relievers like acetaminophen (avoid NSAIDs).'}","{'Hydration': 'Plenty of fluids to prevent dehydration.', 'Immune-Boosting Foods': 'Citrus fruits, garlic, and ginger to support the immune system.', 'Vitamins and Minerals': 'Vitamin C-rich foods to help with recovery.'}","{'Vaccination': 'Yellow fever vaccine for prevention.', 'Mosquito Control': 'Use of insect repellent, mosquito nets, and eliminating standing water.'}","{'Primary Specialist': 'Infectious Disease Specialist or General Physician.', 'Additional Specialists': 'Intensivist for managing severe cases in the ICU.'}","{'Supportive Care': 'Rest, hydration, and symptom management.', 'Symptom Management': 'Pain relief with acetaminophen and managing fever.', 'Hospitalization': 'Required for severe cases.'}","{'Symptom Monitoring': 'Regular monitoring for signs of severe complications.', 'Physical Therapy': 'Not typically needed unless severe complications arise.'}","{'Prevention': 'Importance of vaccination and avoiding mosquito bites.', 'Early Signs': 'Recognizing symptoms and seeking prompt medical care.'}",1 to 2 weeks for mild cases; longer if severe.
